sample_id,class,class_name,orig_fLength,orig_fWidth,orig_fSize,orig_fConc,orig_fConc1,orig_fAsym,orig_fM3Long,orig_fM3Trans,orig_fAlpha,orig_fDist,rec_fLength,rec_fWidth,rec_fSize,rec_fConc,rec_fConc1,rec_fAsym,rec_fM3Long,rec_fM3Trans,rec_fAlpha,rec_fDist,error_fLength,error_fWidth,error_fSize,error_fConc,error_fConc1,error_fAsym,error_fM3Long,error_fM3Trans,error_fAlpha,error_fDist,mse_total
3427,1.0,Сигнал,-0.7367594,-0.4620329,-0.6281255,0.71465564,0.44930887,0.27516362,-0.4997531,-0.5302891,-1.0047538,0.06873055,-0.540072,-0.6107906,-0.354288,0.23636532,0.30221298,0.2513759,-0.05787224,0.09501132,-0.20402806,-0.41619962,0.1966874,0.1487577,0.27383748,0.47829032,0.14709589,0.023787707,0.44188085,0.6253004,0.80072576,0.48493016,0.18493447
3428,0.0,Фон,1.029442,2.4199028,2.2915037,-1.4547409,-1.4895161,-0.29485127,-0.89564925,-1.7171419,0.22586368,2.1825402,1.8707924,1.8847842,1.8171912,-1.5611014,-1.4645045,-0.7526676,-0.24331659,-0.025810517,0.1714188,1.0764439,0.84135044,0.5351186,0.47431242,0.106360555,0.025011659,0.45781633,0.65233266,1.6913314,0.05444488,1.1060963,0.59532815
3429,1.0,Сигнал,-0.4257707,0.36036512,1.0848844,-0.93308383,-0.9863577,-0.023583122,0.21987501,0.5475598,0.08682201,-1.5534362,0.124662675,0.18310866,0.34296605,-0.6158206,-0.5659207,0.34821302,0.052927162,-0.095896296,-0.17607869,0.063343406,0.5504334,0.17725646,0.7419183,0.31726325,0.42043698,0.37179613,0.16694784,0.6434561,0.2629007,1.6167796,0.44254956
3430,1.0,Сигнал,-0.6986489,-1.2182864,-1.5240964,2.1130016,1.983987,-0.3330252,-0.5476551,-0.005875018,-0.7731901,0.114211686,-0.9018235,-0.92286193,-1.1649561,1.3397032,1.3375264,0.09462737,-0.23510644,0.06538968,0.33594143,-0.7519666,0.20317459,0.29542446,0.35914028,0.7732984,0.64646053,0.42765257,0.31254867,0.0712647,1.1091316,0.8661783,0.35395285
3431,1.0,Сигнал,-0.7729996,-0.82719076,-1.3901452,1.9888494,1.5744394,0.4551467,0.027493346,0.272886,0.3154236,-0.8780821,-0.91474164,-0.8350649,-1.3251517,1.6445137,1.6088749,0.14305519,-0.21026026,0.0002050018,0.8168364,-0.7456261,0.14174205,0.007874131,0.0649935,0.34433568,0.03443551,0.31209153,0.2377536,0.272681,0.5014128,0.132456,0.064137205
3432,1.0,Сигнал,-0.42816827,-0.33287692,-0.4186283,-0.41741654,-0.3967893,0.7299258,0.2593219,0.7167524,-0.95468575,-0.08047058,-0.28882477,-0.3363991,-0.07843989,-0.10633396,-0.09761335,0.23609778,0.036097463,0.02347051,-0.29055676,-0.19653612,0.1393435,0.0035221875,0.3401884,0.31108257,0.29917598,0.49382803,0.22322443,0.6932819,0.664129,0.11606555,0.15503094
3433,1.0,Сигнал,-0.5888739,-0.04572493,0.45427668,-0.38528943,-0.47059786,-0.10295462,0.1985418,-0.5340337,1.3090438,-1.5906622,-0.15958545,-0.06087091,0.019447777,-0.31155434,-0.1946196,0.46658295,0.03768457,-0.121125616,0.20135888,-0.22086895,0.42928848,0.01514598,0.4348289,0.07373509,0.27597827,0.5695376,0.16085723,0.4129081,1.1076849,1.3697933,0.4079236
3434,0.0,Фон,1.2255176,0.84445006,0.093899176,-0.75012267,-0.55610776,1.8012575,0.24637906,0.56463253,-0.031557884,-0.51319,0.22623777,0.30365384,0.42147735,-0.67935705,-0.5762594,0.41815287,0.074392006,-0.12966578,-0.045908984,0.1243291,0.99927986,0.5407962,0.3275782,0.070765615,0.020151615,1.3831046,0.17198706,0.6942983,0.0143511,0.63751906,0.4234987
3435,1.0,Сигнал,-0.73686343,-0.85579985,-1.4026303,1.9322186,1.8705738,0.4639148,0.041739695,0.31681278,2.0102108,-0.51555693,-0.92010033,-0.65976876,-1.4806916,1.9873688,1.922702,0.17499736,-0.12878793,-0.06969235,1.4495211,-0.6793544,0.1832369,0.1960311,0.07806122,0.05515027,0.052128196,0.28891745,0.17052764,0.38650513,0.5606897,0.1637975,0.068699814
3436,1.0,Сигнал,-0.6863372,-0.62066096,-0.62410486,0.75059444,0.86335695,0.13665225,0.19768195,0.38306242,-0.5570691,-0.9886758,-0.6789797,-0.7313367,-0.63457435,0.6232638,0.67726845,0.2047832,-0.12891716,0.084000416,-0.018815987,-0.54018426,0.007357478,0.11067575,0.010469496,0.12733066,0.1860885,0.068130955,0.32659912,0.299062,0.5382531,0.4484915,0.07548629
3437,0.0,Фон,-0.7607351,-0.28113866,-0.04343788,0.39229548,0.3142932,-0.11183271,-0.022552425,-0.6316107,-0.049897514,0.77408266,-0.3533212,-0.26313356,-0.16916277,0.12304967,0.0864041,0.24336945,0.063393965,-0.040834293,0.085540876,-0.197088,0.4074139,0.018005103,0.12572488,0.2692458,0.2278891,0.35520214,0.08594639,0.5907764,0.13543838,0.97117066,0.17506318
3438,1.0,Сигнал,0.19987634,0.4301263,1.0406573,-1.0240198,-1.0178614,-1.1005036,0.50220084,-0.7908097,-1.0046772,1.3070451,1.0037344,0.9073283,0.9420607,-0.74780345,-0.8396258,-0.56808954,-0.089720994,0.0324379,-0.24640782,0.6098294,0.80385804,0.477202,0.09859657,0.2762164,0.17823559,0.532414,0.5919218,0.8232476,0.75826937,0.6972157,0.3364349
3439,1.0,Сигнал,0.34966758,0.052095715,1.952499,-1.1198567,-1.1186731,0.43698952,0.8482358,0.5112236,-0.965304,0.49813345,0.70314705,0.7699293,0.8262747,-0.84755415,-0.8822651,-0.012358785,0.029390108,-0.08138084,-0.11878231,0.48825088,0.35347947,0.7178336,1.1262243,0.27230257,0.236408,0.4493483,0.8188457,0.59260446,0.84652174,0.009882569,0.39789504
3440,1.0,Сигнал,-0.3823331,-0.083623074,-0.024392677,-0.36024117,-0.31217948,0.86528325,0.22770981,-0.9366805,-0.75307244,0.28551817,-0.15989664,-0.12287056,0.09765434,-0.30452955,-0.29660138,0.31701696,0.07042469,-0.056601368,-0.13893959,-0.11390281,0.22243646,0.039247483,0.12204702,0.055711627,0.015578091,0.5482663,0.15728512,0.88007915,0.6141329,0.39942098,0.17058304
3441,1.0,Сигнал,-0.34175414,0.5429248,0.5774356,-0.91402537,-0.8837458,0.8369451,0.2942713,-1.1676592,0.27005354,-0.85239285,0.034887858,0.117566995,0.23707172,-0.520104,-0.39998618,0.45260906,0.066853985,-0.12241811,0.06617224,-0.04182422,0.376642,0.42535782,0.3403639,0.39392138,0.4837596,0.38433605,0.2274173,1.045241,0.2038813,0.81056863,0.2818384
3442,1.0,Сигнал,-0.7819396,-0.5185696,-1.1359975,0.47560817,0.26388738,0.09639036,-0.4070566,-0.4594359,-0.051560573,-0.77346617,-0.6548982,-0.6410453,-0.6177365,0.6091869,0.6692019,0.26782835,-0.089046195,0.044272833,0.18939236,-0.51044214,0.1270414,0.12247568,0.518261,0.13357872,0.40531453,0.17143798,0.3180104,0.5037087,0.24095294,0.26302403,0.09933414
3443,1.0,Сигнал,-0.5335667,-0.46700722,-0.3549327,0.24962935,0.03436073,0.03365999,0.026329217,0.20205693,-0.967312,-0.21024092,-0.42130876,-0.5126118,-0.23717357,0.10274384,0.16337746,0.20070578,-0.016352404,0.08660821,-0.28935516,-0.29563513,0.11225796,0.045604587,0.11775912,0.14688551,0.12901673,0.16704579,0.04268162,0.11544872,0.6779568,0.08539422,0.05767415
3444,0.0,Фон,0.16933216,-0.36437717,0.45258376,-0.19361584,-0.30317843,1.4617598,0.46111867,-0.59262043,-0.3107908,1.2288271,0.025375284,0.14398357,0.20403518,-0.34900942,-0.28144714,0.41083103,0.11766432,-0.14178126,0.1726391,0.0031089855,0.14395687,0.50836074,0.24854858,0.15539359,0.021731287,1.0509288,0.34345436,0.45083916,0.4834299,1.2257181,0.35273078
3445,0.0,Фон,1.1902374,-0.095297575,0.5846305,-1.1503502,-1.1753796,-1.1197774,-1.2808975,0.23401639,0.5147416,-1.6170911,0.89561415,0.7722704,0.75050324,-0.86704224,-0.7803869,-0.36455,-0.11146559,0.041942246,-0.29628584,0.30724773,0.29462326,0.86756796,0.16587275,0.28330797,0.3949927,0.75522745,1.1694319,0.19207415,0.8110274,1.9243388,0.74389505
3446,0.0,Фон,-0.8330144,-0.73806554,-0.8187891,1.1067152,0.674335,-0.33397275,-0.37611982,-0.27648574,2.1439567,-0.42529675,-0.6914979,-0.46244946,-1.0049841,1.2701635,1.2476792,0.30139315,-0.08464584,-0.07490634,1.1358311,-0.5497801,0.1415165,0.27561608,0.18619502,0.16344833,0.57334423,0.6353659,0.29147398,0.20157939,1.0081255,0.12448332,0.20471928
3447,1.0,Сигнал,-0.80655605,-0.66809547,-0.91634285,0.9482578,1.0361769,-0.3222571,-0.4186135,0.077206075,-1.0531511,-0.12902747,-0.6497171,-0.7728306,-0.5591065,0.51007587,0.59304947,0.20191976,-0.15164109,0.116843216,-0.1780101,-0.539924,0.15683895,0.104735136,0.35723633,0.43818194,0.44312745,0.52417684,0.26697242,0.03963714,0.875141,0.41089654,0.18338655
3448,1.0,Сигнал,-0.8082585,-0.5483165,-0.91443837,0.9858302,1.1027848,0.1033886,-0.43962866,0.4665537,-0.096854016,-1.1376228,-0.7743975,-0.7992686,-0.90739715,0.99003536,1.0103322,0.17638238,-0.17857756,0.059265956,0.23469695,-0.64541864,0.03386098,0.25095212,0.007041216,0.0042051673,0.092452526,0.07299378,0.26105112,0.40728772,0.33155096,0.4922042,0.06642883
3449,0.0,Фон,-0.8601443,-0.63251686,-1.0962142,2.3166547,3.1613235,0.5479478,-0.19919772,0.1670236,-0.26166928,-1.0937557,-1.0194354,-1.0070087,-1.4400645,1.731159,1.7209975,0.09554759,-0.26620677,0.03713029,0.6390216,-0.85099167,0.15929109,0.3744918,0.34385037,0.5854957,1.4403261,0.45240024,0.06700905,0.1298933,0.90069085,0.24276406,0.3797402
3450,0.0,Фон,0.2772842,-0.3006731,0.5023129,-0.69730353,-0.669521,0.7282524,0.90052736,0.26414698,-0.07469395,0.7974183,0.18304998,0.27922392,0.42361495,-0.55994654,-0.54405653,0.32890695,0.115656555,-0.117118716,-0.06216635,0.18151242,0.09423423,0.57989705,0.07869795,0.137357,0.12546444,0.39934546,0.7848708,0.3812657,0.012527596,0.6159059,0.16863218
3451,1.0,Сигнал,-0.5670853,-0.39333257,-0.37334305,-0.16747852,-0.32928148,0.5132578,-0.02059716,-0.53884476,-0.9128564,-0.12010777,-0.32522053,-0.36318508,-0.124644935,-0.11408695,-0.08638601,0.24677767,0.018620264,0.031232107,-0.2731142,-0.2423087,0.2418648,0.030147493,0.24869812,0.05339157,0.24289547,0.26648015,0.039217424,0.5700769,0.6397422,0.122200936,0.10048475
3452,1.0,Сигнал,-0.35667157,-0.34305635,-0.28594676,-0.29598695,-0.4381941,0.24251758,0.30165654,-0.15580413,-0.95670134,-0.23055431,-0.31166634,-0.35139927,-0.11349426,-0.09750446,-0.076651454,0.21116082,0.028865974,0.03628792,-0.2937582,-0.2082451,0.045005232,0.008342922,0.1724525,0.19848248,0.36154264,0.031356752,0.27279058,0.19209205,0.6629431,0.022309214,0.075423196
3453,1.0,Сигнал,-0.13239019,-0.21641774,-0.47788006,-0.01991164,0.021759268,0.8651767,0.60000926,-0.496993,-0.7061696,-0.50348127,-0.3835066,-0.37604865,-0.16657132,0.026623182,0.03422691,0.27559835,0.031339135,0.008937518,-0.11076598,-0.26750237,0.2511164,0.15963091,0.31130874,0.04653482,0.012467641,0.58957833,0.56867015,0.50593054,0.5954036,0.2359789,0.15249209
3454,0.0,Фон,2.1155734,3.8845465,2.6029985,-1.5391426,-1.4598126,-2.8696797,-1.7459522,3.1773705,0.92597693,2.3178737,3.2543454,2.8599381,2.649192,-1.9359975,-1.692919,-2.0903742,-0.66344684,0.21412341,0.15831995,1.4965286,1.138772,1.0246084,0.0461936,0.39685488,0.23310637,0.77930546,1.0825055,2.963247,0.767657,0.8213451,1.4384463
3455,1.0,Сигнал,-0.65933025,-0.35335675,-0.43830836,0.20824528,0.24318495,0.5420173,0.14005266,0.25737193,-0.66545534,-1.5225756,-0.54357636,-0.6257426,-0.3594722,0.15688837,0.25987068,0.29727045,-0.07245156,0.09435305,-0.2194774,-0.46405503,0.11575389,0.27238587,0.07883617,0.05135691,0.016685724,0.24474683,0.21250422,0.16301888,0.44597793,1.0585206,0.15477204
3456,0.0,Фон,2.5616534,2.4720697,0.67858684,-0.12119371,0.009157806,-2.8622856,0.9688635,3.1820176,0.030209037,0.55082256,1.8367269,1.5068796,1.4341745,-0.98565656,-0.96541333,-1.3205991,-0.33903217,0.18730712,-0.2061333,0.8383105,0.7249265,0.9651902,0.7555877,0.86446285,0.9745711,1.5416865,1.3078957,2.9947104,0.23634234,0.28748792,1.6919296
3457,1.0,Сигнал,-0.7854272,-0.6671226,-1.1429807,1.3980373,1.4007193,-0.04449663,0.1137292,-0.51790684,-0.70662946,-0.574197,-0.78028953,-0.7934302,-0.92031145,1.0443014,1.036206,0.1287103,-0.17080683,0.06142193,0.22493288,-0.62178177,0.005137682,0.1263076,0.22266924,0.35373592,0.36451328,0.17320693,0.28453603,0.5793288,0.9315623,0.047584772,0.16402164
3458,0.0,Фон,1.250231,0.1297938,1.1011786,-0.49310583,-0.26537406,-0.8163641,-1.6859927,-0.8008564,-0.7649859,1.8968195,1.3283358,1.115191,1.1102306,-0.7940744,-0.8481083,-0.91210127,-0.19556162,0.110548995,-0.25315103,0.6864034,0.078104734,0.9853972,0.009051919,0.3009686,0.5827342,0.09573716,1.4904311,0.9114054,0.51183486,1.2104161,0.6195643
3459,1.0,Сигнал,0.6769191,0.53653795,0.8419523,-1.1906452,-1.1834806,-1.2946032,1.1071789,0.76370484,-0.88810974,0.86438966,1.1748497,1.0322175,1.0493624,-0.7878642,-0.85536206,-0.7334267,-0.14262441,0.06856582,-0.2228229,0.6643682,0.49793065,0.49567956,0.2074101,0.402781,0.32811856,0.56117654,1.2498033,0.695139,0.66528684,0.20002145,0.36493072
3460,0.0,Фон,-0.57107896,-0.4555141,-0.32065135,1.2003739,1.7139556,0.26309943,0.070850775,0.29642975,1.3607901,-0.03561128,-0.69759583,-0.48214647,-0.99678355,1.3647335,1.2762624,0.21249557,-0.06178944,-0.052570805,1.0278665,-0.48166203,0.12651688,0.026632369,0.6761322,0.16435957,0.43769324,0.050603867,0.13264021,0.34900057,0.33292365,0.44605076,0.11442151
3461,1.0,Сигнал,-0.6400575,-0.44071212,-0.937081,1.0843896,0.99207187,0.5779746,0.19044393,0.7681829,0.04913495,-0.36608836,-0.71708536,-0.6591488,-0.8521835,1.0421308,1.0008833,0.17069496,-0.10358065,0.018289745,0.42978,-0.5229522,0.07702786,0.21843669,0.08489746,0.04225874,0.008811474,0.40727967,0.2940246,0.7498931,0.38064507,0.15686384,0.104688264
3462,1.0,Сигнал,-0.31288874,-0.29655623,-0.43513414,-0.70111525,-0.7361287,0.69031876,0.36075032,0.42639565,-0.89814943,-0.71483946,-0.2379851,-0.28881732,-0.046113897,-0.2072072,-0.176756,0.26254448,0.020691987,0.009635943,-0.2957736,-0.20335212,0.07490364,0.007738918,0.38902023,0.49390805,0.55937266,0.42777428,0.34005833,0.4167597,0.60237586,0.51148736,0.18106453
3463,1.0,Сигнал,-0.4392978,-0.36192575,-0.5868609,0.084093064,0.0901672,0.09170851,0.24459656,-0.425276,-0.891022,0.20918582,-0.37138447,-0.40603903,-0.15447725,0.0007627979,0.028804613,0.1999056,0.03119443,0.0511287,-0.26302087,-0.23003727,0.06791332,0.04411328,0.43238366,0.083330266,0.061362587,0.10819709,0.21340212,0.47640473,0.62800115,0.4392231,0.10757341
3464,1.0,Сигнал,0.5605401,-0.122136824,0.8895653,-0.94125175,-0.8999477,0.76089674,1.2415583,-0.76578933,-0.81510377,1.2459577,0.5340769,0.64886475,0.72024983,-0.7976151,-0.8147392,0.18956168,0.08793998,-0.12911107,-0.059304718,0.42966205,0.026463151,0.7710016,0.16931546,0.14363664,0.085208476,0.5713351,1.1536183,0.6366783,0.75579906,0.8162957,0.39518926
3465,1.0,Сигнал,-0.5636994,-0.28151792,-0.7895865,-0.09396735,-0.10875588,-0.17688963,-0.5169814,0.38730407,0.6713718,-0.69219923,-0.49151528,-0.43314826,-0.36640885,0.30952904,0.3323588,0.2788092,-0.010782484,-0.010372688,0.15034679,-0.35432336,0.072184145,0.15163034,0.42317763,0.40349638,0.4411147,0.45569882,0.50619894,0.39767677,0.52102506,0.33787587,0.15723458
3466,1.0,Сигнал,-0.79620206,-0.65347487,-1.1429807,1.5107545,1.5870409,-0.01701635,0.095093325,-0.30333012,0.6585387,-0.8486752,-0.83971554,-0.71892494,-1.1952498,1.5222154,1.4682277,0.15388973,-0.16180623,-0.0141877765,0.8449628,-0.6511856,0.043513477,0.06545007,0.0522691,0.0114609,0.11881316,0.17090608,0.25689954,0.28914234,0.18642408,0.19748962,0.027572274
3467,1.0,Сигнал,-0.44106644,-0.13023862,-0.31917006,-0.33410385,-0.15466121,-0.38108227,0.096259415,-0.7085055,0.98402303,-1.3135456,-0.35304263,-0.27546254,-0.1596821,-0.05019795,0.018499522,0.36526874,0.024921414,-0.054646324,0.13072905,-0.3000309,0.08802381,0.14522392,0.15948796,0.2839059,0.17316073,0.746351,0.071338,0.6538592,0.853294,1.0135148,0.29098454
3468,0.0,Фон,-0.67584604,-0.7137876,-0.6052713,0.9923645,1.2215985,-0.15673922,-0.054910503,0.23533858,2.246825,0.26457626,-0.6467087,-0.39901337,-0.9547422,1.2762116,1.2089304,0.27364647,-0.05454052,-0.08873036,1.1462874,-0.47855848,0.029137313,0.31477425,0.3494709,0.2838471,0.012668133,0.4303857,0.00036998466,0.32406893,1.1005375,0.74313474,0.2356476
3469,1.0,Сигнал,-0.41710258,-0.31585985,-0.5060246,0.45273802,0.31609342,0.5453929,0.48334116,0.6319535,-0.9255784,0.900911,-0.41869813,-0.39323106,-0.22844021,0.20275748,0.15610492,0.20172346,0.03813791,0.020074558,-0.08092233,-0.23634653,0.0015955567,0.07737121,0.27758437,0.24998054,0.1599885,0.3436694,0.44520324,0.61187893,0.8446561,1.1372575,0.28686374
3470,0.0,Фон,-0.6097332,-0.70972025,-0.37651727,0.83662975,0.48711327,0.41487804,-0.025952546,0.16435508,0.7010846,-1.2297031,-0.68821,-0.59030324,-0.8126951,0.9220877,0.95036036,0.28765106,-0.094995946,-0.0036799246,0.6004779,-0.5473858,0.07847679,0.11941701,0.43617782,0.08545798,0.4632471,0.12722698,0.0690434,0.16803502,0.10060674,0.68231726,0.09574391
3471,1.0,Сигнал,-0.95261854,-0.60941523,-1.3357605,1.9986509,2.0631962,-0.17105211,-0.07837958,0.46357635,1.5675343,0.24501173,-0.86684793,-0.6084033,-1.3140872,1.8186464,1.7428255,0.11966847,-0.106069624,-0.047932774,1.238785,-0.58770615,0.08577061,0.001011908,0.021673322,0.18000448,0.32037067,0.29072058,0.027690046,0.5115091,0.3287493,0.8327179,0.12912884
3472,1.0,Сигнал,-0.52909786,-0.3971581,-0.4641252,0.1788408,0.28278956,0.115200676,-0.58798546,0.64671475,-0.27676326,-0.45024383,-0.5282658,-0.580512,-0.34196708,0.2295093,0.28197137,0.24416259,-0.04484934,0.08382421,-0.18480533,-0.39600003,0.00083208084,0.1833539,0.12215811,0.050668493,0.00081819296,0.12896192,0.5431361,0.5628905,0.09195793,0.054243803,0.06909824
3473,0.0,Фон,-0.38489854,-0.41713777,-0.59066993,0.13636768,-0.18076423,0.14679259,-0.051838223,0.6709775,2.083642,-0.15822713,-0.41485745,-0.2146739,-0.42879874,0.4327191,0.4530014,0.36842296,0.009837713,-0.118425556,0.6902246,-0.33737198,0.029958904,0.20246387,0.1618712,0.29635143,0.63376564,0.22163036,0.061675936,0.789403,1.3934174,0.17914484,0.32073602
3474,1.0,Сигнал,-0.5983767,-0.5275288,-0.44169417,0.87420213,1.3593144,-0.19664578,-0.73094755,0.47752213,-0.78017575,-0.1965471,-0.6395344,-0.7683028,-0.5443767,0.4781239,0.5652466,0.22247948,-0.14761345,0.115955345,-0.18814711,-0.54231524,0.041157722,0.24077398,0.1026825,0.39607823,0.79406786,0.41912526,0.5833341,0.36156678,0.5920286,0.34576815,0.197436
3475,0.0,Фон,-0.75258476,-0.6808253,-1.2597913,1.3871468,1.0577794,0.44846994,0.14467973,-0.54492015,0.2989118,0.47408903,-0.7066251,-0.54297376,-0.9605414,1.2771677,1.1989489,0.19377524,-0.078085914,-0.03042128,0.8383931,-0.49781018,0.04595965,0.13785154,0.29924983,0.10997915,0.14116943,0.2546947,0.22276564,0.5144989,0.5394813,0.9718992,0.17575212
3476,1.0,Сигнал,-0.8426827,-0.6328356,-1.1336697,1.251015,1.3197099,0.052581977,-0.09481481,0.33263567,-0.08955418,-0.67952174,-0.8028643,-0.78019416,-1.0255742,1.2277877,1.1886313,0.11984634,-0.171264,0.034994952,0.41070083,-0.63195515,0.039818406,0.14735854,0.10809553,0.023227215,0.1310786,0.06726436,0.076449186,0.2976407,0.500255,0.047566593,0.04041824
3477,1.0,Сигнал,-0.11898603,-0.28866333,-0.18140978,-0.2290101,-0.09165389,0.6230876,0.6506047,0.24288571,-0.91669595,-0.41519356,-0.34503415,-0.36442542,-0.11326793,-0.048861198,-0.047062144,0.24327481,0.04065479,0.027266372,-0.23322514,-0.22365132,0.22604811,0.07576209,0.06814185,0.1801489,0.044591747,0.37981278,0.60994995,0.21561934,0.68347085,0.19154224,0.11625322
3478,1.0,Сигнал,0.61809826,0.06536969,0.39185074,-0.93580645,-0.99085826,1.3281554,1.1276758,-0.647588,-0.7191215,0.8510302,0.35762432,0.47832486,0.56517494,-0.74984366,-0.70360917,0.3487921,0.09602371,-0.1438559,-0.027117144,0.27313307,0.26047394,0.41295516,0.1733242,0.1859628,0.2872491,0.9793633,1.0316521,0.5037321,0.6920044,0.5778971,0.3475554
3479,1.0,Сигнал,-0.95320964,-0.67333364,-1.3964936,2.2763598,3.0731134,-0.12368708,-0.37233102,0.3985186,-0.084886886,-1.1288636,-1.0219443,-1.0301645,-1.4211316,1.6703782,1.6766442,0.09159702,-0.28536487,0.052161954,0.5526831,-0.87242776,0.068734646,0.35683084,0.024638057,0.6059816,1.3964692,0.21528411,0.08696616,0.34635663,0.63757,0.2564358,0.3096128
3480,0.0,Фон,-0.6079268,-0.9262646,-0.38752115,0.04597616,0.020859163,0.79570526,0.33822748,-0.4339668,1.3760067,0.42885128,-0.38046977,-0.18322423,-0.42634767,0.4619136,0.47805664,0.3807739,0.015772369,-0.13043553,0.7292507,-0.32115602,0.22745702,0.7430403,0.038826525,0.41593742,0.4571975,0.41493136,0.3224551,0.30353126,0.646756,0.7500073,0.23364675
3481,0.0,Фон,0.43071672,-0.11123183,0.6927649,-0.38420036,-0.3112794,-1.0624667,0.6511819,-0.7555206,-0.17464225,1.8569642,0.6567296,0.63864857,0.73322064,-0.56029254,-0.68929064,-0.34916055,-0.0028690137,0.011863044,-0.2080499,0.5251064,0.22601286,0.74988043,0.04045576,0.17609218,0.37801126,0.7133062,0.6540509,0.76738364,0.033407643,1.3318579,0.40893674
3482,1.0,Сигнал,-0.52969843,0.19889538,0.6654668,-0.5186986,-0.4579964,0.06721297,0.28829753,1.0098066,-0.42217743,-1.767362,-0.15798403,-0.19404945,0.025281161,-0.35477278,-0.30421063,0.31127828,0.012678053,-0.021249894,-0.2708485,-0.19731951,0.3717144,0.3929448,0.6401856,0.1639258,0.15378577,0.24406531,0.27561948,1.0310565,0.15132892,1.5700425,0.4439482
3483,1.0,Сигнал,-0.28740454,-0.23193426,0.2642479,-0.7724483,-0.8198384,-0.23839496,0.34183177,-0.38551852,-0.6476215,-0.44196603,-0.04802849,-0.046724916,0.153587,-0.37892067,-0.38784757,0.19067746,0.055396643,-0.034901015,-0.32483247,-0.014035627,0.23937604,0.18520935,0.110660896,0.39352763,0.43199083,0.42907244,0.28643513,0.3506175,0.32278904,0.4279304,0.11217274
3484,0.0,Фон,-0.8777525,-0.4063702,-0.74789864,0.24581766,0.40610388,0.017196525,-0.34966093,0.22634381,0.009026113,0.48885268,-0.529723,-0.4724901,-0.42006406,0.47653544,0.44475368,0.18958336,-0.004549999,0.014141484,0.11079875,-0.3201667,0.3480295,0.06611991,0.32783458,0.23071778,0.038649797,0.17238684,0.34511092,0.21220233,0.101772636,0.8090194,0.1146415
3485,0.0,Фон,0.4036578,1.3585292,0.59182537,-0.97174525,-0.7487301,-0.5128323,-1.752621,-1.6851776,0.85748494,0.4995229,0.80316734,0.8224656,0.855998,-0.8383853,-0.87496424,-0.16087933,-0.0064105876,-0.044667922,-0.15467978,0.5087486,0.39950955,0.5360636,0.2641726,0.13335997,0.12623411,0.35195297,1.7462105,1.6405096,1.0121647,0.009225696,0.74394345
3486,1.0,Сигнал,-0.67521,-0.6411408,-1.0460619,0.4407584,0.3529977,-0.02122443,-0.5851016,-0.32932526,-0.9721517,-0.92443246,-0.5956827,-0.74178976,-0.437027,0.22658962,0.37445816,0.29020095,-0.12885818,0.13537751,-0.28196424,-0.54207754,0.07952732,0.10064894,0.6090349,0.21416879,0.021460474,0.3114254,0.45624343,0.46470279,0.69018745,0.38235492,0.15773536
3487,1.0,Сигнал,-0.2912917,-0.20241824,-0.07941215,-0.71527296,-0.7838342,0.22332993,-0.63429147,-0.42941633,-0.91520154,-0.08081827,-0.106453724,-0.15352827,0.044302825,-0.31395882,-0.27714399,0.1515994,0.03494374,0.008728362,-0.39070353,-0.11017573,0.184838,0.048889965,0.12371497,0.40131414,0.50669026,0.071730524,0.6692352,0.43814468,0.524498,0.029357456,0.13906007
3488,0.0,Фон,-0.29130828,0.5291891,0.8720014,0.76529664,0.5312184,0.68687713,0.49655885,-0.41458747,-0.99014646,2.4413855,0.060290925,0.20872262,0.2802865,-0.27074978,-0.2964323,0.31000316,0.17441046,-0.14423092,0.16419572,0.1257867,0.35159922,0.3204665,0.5917149,1.0360464,0.82765067,0.37687397,0.32214838,0.27035654,1.1543422,2.3155987,0.93482554
3489,1.0,Сигнал,-0.7697555,-0.82318383,-1.6639727,1.8064327,1.3125091,0.039104946,-0.024650998,0.28094465,-0.22023842,1.1570015,-0.76452535,-0.663527,-0.984441,1.2950661,1.2193115,0.10186356,-0.114123,0.009219601,0.5747792,-0.52956915,0.0052301288,0.15965682,0.67953175,0.5113666,0.093197584,0.06275862,0.089472,0.27172506,0.7950176,1.6865706,0.43198147
3490,1.0,Сигнал,0.9052461,0.14312272,0.63774544,-0.88135374,-0.8288394,-1.3894771,0.7838259,-0.69308794,-1.0190277,0.8107778,1.034853,0.87400573,0.91250104,-0.6563864,-0.7593792,-0.7126359,-0.11796233,0.07489899,-0.29779303,0.5964303,0.1296069,0.730883,0.2747556,0.22496736,0.06946021,0.67684126,0.90178823,0.7679869,0.7212347,0.21434748,0.3109178
3491,0.0,Фон,-0.5097471,-0.5893421,-0.51914465,0.21750224,0.30169174,-0.2934249,-0.4734532,-0.2704538,0.7649859,0.70436984,-0.4297989,-0.31057966,-0.330636,0.37080926,0.32950515,0.24746045,0.032384705,-0.04935545,0.28698155,-0.2587813,0.07994819,0.27876246,0.18850866,0.15330702,0.027813405,0.5408853,0.5058379,0.22109836,0.47800437,0.96315116,0.18973741
3492,1.0,Сигнал,0.32978716,-0.21906704,0.07760495,-0.73433137,-0.816238,-1.2992326,0.9808287,0.8091854,-0.8422415,1.1657072,0.6567626,0.5553021,0.63198256,-0.45404357,-0.58390003,-0.4871183,-0.025179032,0.06076149,-0.3299324,0.45234278,0.32697544,0.7743691,0.5543776,0.2802878,0.23233795,0.8121143,1.0060078,0.7484239,0.51230913,0.7133645,0.4149506
